path,name,phrase,mfcc_mean0,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_std20,mfcc_std21,mfcc_std22,mfcc_std23,mfcc_std24,mfcc_std25,mfcc_std26,mfcc_std27,mfcc_std28,mfcc_std29,mfcc_std30,mfcc_std31,mfcc_std32,mfcc_std33,mfcc_std34,mfcc_std35,mfcc_std36,mfcc_std37,mfcc_std38,mfcc_std39,cent_mean,cent_std,cent_skew,rolloff_mean,rolloff_std
./fastapi_app/Голосовые/Владимир/Шарубин Владимир Шкаф (1).wav,Владимир,Шкаф,-479.509,103.105,-55.089,33.005,-20.148,17.923,-16.177,9.58,-12.785,1.352,4.701,0.158,-2.936,-12.241,1.216,-3.306,4.184,-7.603,0.983,-4.593,143.101,62.794,45.963,24.194,18.207,17.303,14.037,12.373,9.953,4.419,7.232,4.817,3.956,5.092,7.185,6.028,6.433,6.676,5.394,5.496,2310.205,753.263,-0.335,4377.602,1399.924
./fastapi_app/Голосовые/Владимир/Шарубин Владимир Шкаф (2).wav,Владимир,Шкаф,-480.791,117.189,-33.227,25.469,-13.944,9.54,-8.514,4.248,-11.182,0.672,3.856,-0.173,-0.979,-8.521,0.325,-3.346,2.461,-7.116,-0.777,-2.768,125.704,58.683,40.598,21.007,13.226,13.622,10.191,10.747,10.446,6.788,6.654,6.596,3.662,5.097,5.426,4.726,5.062,6.98,5.191,4.654,1974.42,681.113,0.243,3923.692,1320.641
./fastapi_app/Голосовые/Владимир/Шарубин Владимир Шкаф (3).wav,Владимир,Шкаф,-473.484,111.787,-40.029,24.671,-13.092,11.2,-8.744,8.653,-10.315,0.113,2.453,1.352,0.489,-11.268,1.376,-2.04,2.582,-5.898,-0.715,-3.905,131.456,57.618,43.696,22.507,11.756,14.327,13.96,10.426,11.211,5.667,5.868,6.241,3.546,8.378,5.536,5.614,5.665,6.061,4.376,4.401,2034.904,628.959,-0.074,4038.944,1312.692
./fastapi_app/Голосовые/Владимир/Шарубин Владимир Шкаф (4).wav,Владимир,Шкаф,-492.727,103.75,-43.614,33.757,-14.443,19.671,-11.269,5.824,-11.924,2.425,4.032,-2.983,-1.423,-11.128,0.513,-2.836,3.953,-8.27,-2.735,-5.255,131.357,58.399,43.689,22.621,13.031,18.437,11.45,10.663,9.502,5.519,4.684,6.792,4.625,5.736,5.934,4.213,5.722,5.631,4.871,5.42,2230.267,725.021,-0.113,4398.646,1335.235
./fastapi_app/Голосовые/Владимир/Шарубин Владимир Шкаф (5).wav,Владимир,Шкаф,-465.69,99.117,-49.817,34.02,-18.635,19.389,-16.037,9.662,-11.757,1.576,4.374,-3.539,-1.844,-13.524,1.13,-2.963,4.313,-7.901,0.586,-1.48,125.232,68.365,46.671,25.401,16.127,17.756,15.119,15.027,8.119,5.041,7.205,6.735,3.965,5.809,6.932,5.52,5.641,6.45,4.901,6.108,2469.72,1068.71,0.774,4472.055,1584.627
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Вход (1).wav,Данил Лебедев,Вход,-503.757,75.095,19.387,20.803,0.681,4.758,-11.432,8.734,-10.144,-1.826,-4.797,-4.242,-3.311,-1.242,1.334,-1.746,-5.763,-2.331,-2.068,-4.809,173.145,57.812,28.205,21.62,18.047,12.002,11.995,7.272,10.118,8.143,7.906,7.39,3.752,4.174,6.879,6.248,5.41,3.779,4.837,4.558,1235.325,1134.178,0.782,2763.346,2774.469
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Вход (2).wav,Данил Лебедев,Вход,-544.65,72.401,18.708,18.925,-0.404,0.146,-10.383,15.06,-9.894,-0.269,-2.963,-3.031,-1.526,-2.599,0.849,-1.177,-3.285,-0.927,-1.543,-4.589,152.731,65.227,23.242,25.628,23.228,16.978,11.639,13.128,10.393,7.002,8.744,8.757,3.59,6.585,6.269,3.932,6.698,4.506,3.73,5.148,1455.775,1474.377,0.715,3135.039,3322.824
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Вход (3).wav,Данил Лебедев,Вход,-530.175,86.804,10.72,23.323,2.425,-1.543,-6.629,9.528,-9.346,-3.329,-6.144,-2.294,-3.262,-3.374,3.234,-1.308,-2.679,0.499,-0.288,-4.416,160.391,71.938,28.896,25.256,19.051,16.698,12.225,10.472,10.23,7.725,9.948,6.166,4.011,7.829,7.598,6.09,6.817,4.677,6.915,5.467,1062.185,1108.195,1.113,2045.899,2424.546
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Вход (4).wav,Данил Лебедев,Вход,-532.692,86.774,13.144,14.674,-2.877,-3.642,-8.314,10.943,-8.013,-3.149,-7.296,-4.397,-2.231,-3.804,2.688,-1.613,-1.53,-1.464,-0.782,-7.989,158.599,76.984,18.872,23.02,22.73,16.294,12.48,10.46,10.834,9.524,8.982,7.972,4.755,7.562,8.969,5.48,7.093,7.315,8.153,6.47,1245.136,1423.79,1.149,2508.129,3046.904
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Вход (5).wav,Данил Лебедев,Вход,-536.252,85.373,17.234,18.259,-0.782,1.528,-7.219,9.626,-6.468,-2.474,-7.276,-2.416,-1.626,-5.722,4.702,0.06,-4.174,-1.181,0.383,-6.234,161.653,70.786,21.285,24.028,24.227,17.554,12.112,8.61,11.743,6.832,8.872,7.627,6.236,8.124,7.981,7.192,7.447,5.472,7.614,6.269,1181.638,1337.399,1.511,2378.685,2845.612
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Пицца (1).wav,Данил Лебедев,Пицца,-612.942,61.584,18.009,15.331,9.827,3.945,-9.406,6.194,-5.952,-0.532,1.427,-4.113,-8.178,1.944,-4.466,-2.157,-2.458,-5.214,-2.73,-3.026,216.153,58.112,25.828,26.718,11.589,5.527,11.512,7.096,8.784,7.674,6.572,5.683,10.771,4.963,6.06,4.598,4.392,4.651,4.155,3.979,1808.172,2079.974,1.618,3490.092,3282.69
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Пицца (2).wav,Данил Лебедев,Пицца,-528.11,58.249,10.748,16.778,2.347,5.094,-8.32,11.015,-12.006,-0.72,-0.835,0.566,-6.745,-2.404,-3.858,-1.306,-3.903,-5.766,-3.302,-2.767,206.895,62.983,17.763,33.982,15.277,8.804,12.543,11.978,12.447,5.588,6.821,6.213,7.762,7.167,4.116,5.949,6.574,7.675,5.137,5.105,1836.653,2014.449,1.5,3515.54,3088.237
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Пицца (3).wav,Данил Лебедев,Пицца,-520.304,56.909,12.551,24.833,8.426,1.547,-12.29,10.932,-9.518,-1.782,-1.554,-0.961,-4.301,-0.651,-4.103,-2.635,-2.898,-3.539,-2.771,-3.4,183.915,58.994,22.47,37.523,16.821,9.625,18.092,9.959,11.679,7.352,5.49,4.996,7.51,7.69,5.299,4.363,6.758,5.338,5.571,4.702,1709.027,1792.227,1.29,3367.744,3074.804
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Пицца (4).wav,Данил Лебедев,Пицца,-633.354,67.677,11.399,16.81,3.726,4.404,-12.127,9.485,-11.195,-1.73,-2.332,0.207,-4.679,-0.295,1.331,-4.057,-2.501,-3.15,-4.586,-2.86,208.304,71.764,18.584,31.149,8.066,8.089,12.795,12.759,9.328,5.07,5.597,6.244,8.867,5.247,5.509,5.994,6.293,6.283,4.634,4.909,1675.8,2027.558,1.511,2900.62,3074.298
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Пицца (5).wav,Данил Лебедев,Пицца,-571.318,52.074,19.647,7.359,1.846,8.897,-13.025,10.295,-8.097,-3.527,-1.05,2.666,-4.467,-1.217,-1.169,0.389,-3.338,-3.634,-3.117,-2.55,219.275,66.889,23.052,18.863,10.723,10.573,12.066,9.601,8.084,7.733,5.374,7.02,7.103,5.835,5.658,3.922,4.351,5.509,5.902,4.672,2225.57,2262.096,1.073,4151.748,3377.85
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Привет (1).wav,Данил Лебедев,Привет,-532.056,73.329,7.753,27.884,14.19,-4.105,-15.51,10.57,-10.399,-2.202,-7.264,-5.727,-4.337,-3.569,-1.134,-1.444,-5.152,2.255,-0.639,-5.177,184.536,54.07,16.195,35.578,19.133,8.36,17.214,10.421,12.949,12.308,13.26,6.365,6.027,7.269,4.782,7.151,9.063,5.717,5.345,6.788,1192.462,928.82,0.275,2671.585,2190.993
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Привет (2).wav,Данил Лебедев,Привет,-579.958,66.841,1.314,20.848,5.543,1.83,-16.546,11.932,-9.75,-5.83,-3.941,-1.011,-5.641,-3.407,0.241,1.052,-2.159,-2.447,1.158,-1.66,197.064,56.352,9.839,21.107,13.577,11.651,15.889,10.884,9.484,6.026,6.406,4.384,7.094,6.622,5.062,3.906,4.811,4.288,3.122,5.972,1465.226,1443.084,1.08,2871.269,2543.187
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Привет (3).wav,Данил Лебедев,Привет,-570.009,66.088,10.74,32.86,17.247,0.708,-13.184,15.192,-12.926,-2.976,-4.955,-4.065,-0.897,-2.307,-2.811,-1.009,-4.623,-4.933,-0.94,-3.696,160.73,54.594,25.36,34.754,18.694,14.002,13.027,13.399,14.273,9.3,8.446,5.81,4.239,5.727,6.206,5.319,6.785,5.644,4.339,4.961,1434.687,1377.239,0.947,3163.179,2782.41
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Привет (4).wav,Данил Лебедев,Привет,-576.274,83.681,10.228,18.494,9.121,0.139,-11.516,3.119,-6.634,-4.868,-2.617,-5.728,-4.022,0.412,-2.377,-1.201,1.906,-1.757,-1.945,-5.132,142.511,61.552,19.386,14.668,10.863,7.182,10.744,4.455,8.983,5.527,5.374,8.909,4.95,4.821,4.328,3.819,3.98,5.135,2.791,4.502,977.835,760.46,0.361,2093.859,1694.978
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Привет (5).wav,Данил Лебедев,Привет,-540.329,68.023,11.464,28.857,12.217,3.114,-16.229,9.097,-8.551,-5.632,-4.089,-3.296,-6.168,-0.44,-0.133,1.223,-3.957,1.306,-0.597,-3.704,187.856,55.812,22.845,26.491,13.352,11.474,16.043,8.956,8.24,6.141,7.439,4.65,6.581,8.168,6.393,4.39,9.044,5.762,4.825,5.089,1434.8,1354.354,0.866,2917.015,2692.338
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Собака (1).wav,Данил Лебедев,Собака,-517.432,84.462,7.165,13.04,-6.803,-2.879,-3.641,9.222,-11.433,2.469,-2.743,0.324,-9.639,3.902,-6.341,-1.644,0.399,-6.102,-3.433,-4.726,228.876,79.679,30.126,17.016,12.443,12.823,10.297,10.609,10.375,9.287,7.216,8.97,9.739,6.885,7.07,5.077,4.626,5.93,5.653,6.667,1446.28,1747.715,1.603,2543.365,2885.826
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Собака (2).wav,Данил Лебедев,Собака,-527.759,70.223,17.93,8.441,-2.674,7.189,-13.417,21.468,-10.061,-4.677,-0.241,-4.635,-3.593,5.34,-10.881,-2.671,-2.182,-6.689,-2.281,-1.826,199.666,82.804,30.162,15.096,11.631,19.249,16.392,18.266,11.076,7.975,5.255,8.514,7.004,7.136,10.078,5.267,6.396,5.689,5.142,4.631,1887.411,2200.779,0.966,2857.065,3139.336
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Собака (3).wav,Данил Лебедев,Собака,-543.606,100.738,-4.211,5.908,1.742,-3.413,-0.502,15.498,-6.371,-4.666,-4.252,2.224,-9.32,-0.37,-6.855,-2.626,-3.832,-8.272,-0.827,-5.503,212.688,79.619,19.457,15.779,13.972,7.898,7.704,15.098,6.257,9.046,6.609,5.159,8.602,5.706,7.56,3.679,5.155,7.675,2.896,5.244,1075.469,1185.763,1.592,1988.64,2326.476
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Собака (4).wav,Данил Лебедев,Собака,-553.83,80.273,9.569,11.178,-0.577,2.716,-11.933,14.674,-15.684,-0.97,-6.16,-0.593,-2.565,0.811,-2.369,-0.147,-2.771,-4.304,-2.782,-6.718,200.408,84.983,35.01,16.083,10.952,14.156,15.66,14.093,13.445,6.999,8.278,6.556,6.865,7.684,5.275,4.306,5.55,4.989,6.604,6.923,1653.944,2061.531,1.419,2655.435,2942.312
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Собака (5).wav,Данил Лебедев,Собака,-564.947,56.098,15.545,16.024,-4.154,4.917,-8.732,10.876,-8.553,-1.348,-0.839,-5.734,-3.353,5.644,-2.223,1.293,1.608,-4.045,-1.743,-4.031,212.276,69.306,17.312,17.296,14.844,12.014,9.961,10.181,8.579,5.347,7.536,6.26,6.997,5.981,4.202,5.036,3.706,3.685,4.675,4.777,1894.675,1976.17,0.901,3437.972,3180.538
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Шкаф (1).wav,Данил Лебедев,Шкаф,-632.057,60.052,1.093,15.519,8.039,2.112,-8.588,11.198,-10.753,-0.449,0.671,-3.823,-3.403,3.463,-3.218,1.207,-0.469,-4.758,-0.627,-2.518,194.156,55.343,20.965,23.037,9.684,5.694,10.838,12.128,10.487,5.539,5.564,4.609,5.618,6.026,4.438,4.865,3.906,4.894,2.663,4.285,1680.452,1558.416,0.671,3403.959,3004.83
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Шкаф (2).wav,Данил Лебедев,Шкаф,-537.877,48.866,-10.882,8.411,9.203,-5.375,-2.003,9.137,-11.055,-1.69,-6.531,-4.417,-3.392,2.073,-1.21,-1.269,0.658,-4.426,-1.393,-7.054,248.829,59.653,21.353,24.323,18.461,15.056,15.668,9.137,10.725,6.467,11.974,8.247,4.812,5.243,4.814,4.355,5.506,5.178,4.149,6.617,2261.634,2051.3,0.38,4180.622,3714.637
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Шкаф (3).wav,Данил Лебедев,Шкаф,-578.283,52.875,-21.197,14.388,7.362,0.847,-3.16,9.834,-9.136,0.482,-7.559,1.321,-0.91,3.301,-3.661,-1.607,3.438,-6.136,-4.289,-4.577,231.008,62.572,20.337,23.498,11.238,11.556,10.687,10.135,10.669,7.207,10.301,10.19,5.081,7.587,7.92,5.348,5.274,5.412,4.463,6.053,1931.64,1599.777,0.12,3681.688,3079.426
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Шкаф (4).wav,Данил Лебедев,Шкаф,-476.377,81.577,-15.46,21.132,2.356,-5.47,4.437,14.473,-17.518,7.555,-8.525,-2.308,1.52,1.27,-5.255,-2.7,-3.126,-3.729,-4.346,-4.119,196.357,72.763,15.694,22.385,11.204,11.514,10.349,12.663,14.971,9.621,9.848,6.951,3.846,8.207,7.328,3.086,4.231,5.926,4.029,4.905,1327.187,1284.394,0.947,2704.375,2519.089
./fastapi_app/Голосовые/Данил Лебедев/Лебедев Данил Шкаф (5).wav,Данил Лебедев,Шкаф,-530.351,61.472,-4.618,15.345,-5.304,2.539,-4.907,14.598,-11.246,2.583,-4.593,-0.276,-0.958,0.015,-3.617,-1.565,-0.751,-4.166,-3.52,-4.971,208.277,62.659,21.686,17.241,13.008,9.375,12.047,12.794,11.947,5.31,9.422,7.124,4.421,7.976,5.786,3.161,7.247,4.317,5.013,5.089,1713.387,1519.625,0.405,3550.776,3068.039
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Вход (1).wav,Данил Оленин,Вход,-541.574,54.012,12.917,8.225,6.334,5.055,8.761,5.185,5.262,2.882,1.407,1.54,1.607,2.392,0.533,3.873,1.227,3.315,-0.768,2.332,157.688,55.885,18.088,13.464,15.698,10.308,9.326,6.439,5.76,3.812,7.802,4.714,3.705,3.98,4.896,4.719,4.246,3.344,2.892,2.934,1618.232,1448.993,0.673,3826.793,3292.677
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Вход (2).wav,Данил Оленин,Вход,-498.505,79.938,16.199,15.469,-3.694,-8.411,6.217,3.818,2.52,4.16,0.046,1.111,1.718,0.824,1.34,6.979,1.434,4.74,-0.252,4.246,194.222,80.444,23.913,21.241,13.579,20.354,8.828,6.218,5.298,6.715,3.729,5.355,5.273,4.395,6.669,6.863,6.207,5.338,4.555,4.69,1239.688,1305.13,1.166,2727.621,2956.714
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Вход (3).wav,Данил Оленин,Вход,-555.843,55.113,11.604,11.36,4.983,2.883,7.249,4.914,5.003,2.889,1.558,2.233,1.555,2.475,1.505,5.891,1.955,3.901,0.355,2.766,179.05,57.868,16.05,14.162,16.494,14.029,8.205,4.642,5.335,4.656,5.337,5.391,3.782,4.834,5.578,6.042,4.377,4.48,2.09,4.229,1588.969,1434.225,0.658,3778.098,3166.709
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Вход (4).wav,Данил Оленин,Вход,-644.26,45.753,13.752,12.958,12.72,9.799,9.998,5.643,7.565,4.821,5.324,4.675,2.761,5.235,1.194,5.273,0.772,6.178,0.326,4.379,173.826,39.338,13.151,11.563,10.647,8.264,8.857,5.116,6.23,5.412,4.903,4.982,3.122,4.676,2.437,4.932,2.668,5.701,2.593,4.245,1372.449,1240.363,0.848,3489.602,2866.377
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Вход (5).wav,Данил Оленин,Вход,-527.037,58.997,12.824,10.018,4.041,-0.36,8.767,5.95,7.424,3.631,0.987,2.319,2.496,2.599,1.182,6.988,1.209,5.935,0.367,4.584,189.237,67.724,16.995,14.481,14.71,14.646,8.156,5.996,6.704,4.403,7.337,5.862,5.009,5.653,5.184,7.421,2.497,5.949,2.518,4.395,1644.521,1545.615,0.646,3819.207,3403.851
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Вход (6).wav,Данил Оленин,Вход,-519.201,74.211,10.542,10.697,-1.809,-7.099,7.025,5.555,6.529,3.194,-0.564,0.312,0.251,0.969,0.448,7.108,1.468,4.438,-0.623,3.567,187.144,78.884,17.129,19.879,15.848,18.318,8.998,6.682,6.458,4.71,5.935,6.134,4.695,5.996,5.135,7.364,4.218,4.3,3.08,4.293,1423.261,1482.638,1.057,2978.923,3153.569
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Пицца (1).wav,Данил Оленин,Пицца,-505.631,36.403,20.746,27.931,15.481,9.986,8.619,8.559,6.246,5.155,3.143,1.896,1.388,4.237,-1.62,3.897,0.763,3.393,-1.393,1.748,171.343,50.395,25.44,32.285,20.683,14.908,9.858,9.085,10.714,8.113,10.486,8.72,4.796,5.787,9.001,5.252,3.545,4.067,5.262,3.347,1741.126,1963.173,1.166,3505.997,3291.923
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Пицца (2).wav,Данил Оленин,Пицца,-514.893,55.007,8.522,28.179,13.784,4.351,8.731,5.535,0.517,4.178,2.424,-1.555,-0.043,1.743,-3.526,3.744,-1.894,0.206,-3.381,0.249,211.609,60.253,25.26,33.991,22.075,15.262,10.493,10.237,12.159,9.769,8.021,8.896,4.525,5.889,8.203,5.911,5.634,3.16,5.615,4.78,1693.611,1653.632,0.808,3573.044,3279.898
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Пицца (3).wav,Данил Оленин,Пицца,-709.021,49.874,17.387,15.878,12.774,9.115,8.675,5.325,6.258,5.449,5.64,4.192,2.521,5.056,1.704,5.798,0.998,6.688,-0.424,3.587,207.771,39.554,13.722,12.556,10.212,7.674,7.261,4.641,5.644,4.603,4.762,4.272,2.89,5.302,3.177,5.272,2.351,5.531,1.902,3.706,1529.758,1232.989,0.552,4058.764,2887.889
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Пицца (4).wav,Данил Оленин,Пицца,-665.053,55.607,18.158,17.944,14.502,10.325,10.981,7.562,6.524,4.752,5.006,4.435,2.403,3.53,0.718,4.303,-0.705,4.023,-1.426,2.8,184.233,44.445,15.682,15.054,11.745,8.868,8.934,6.208,6.414,4.502,4.81,3.811,2.984,3.972,2.312,4.149,1.802,4.037,2.493,4.274,1317.899,1090.374,0.801,3452.164,2581.826
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Пицца (5).wav,Данил Оленин,Пицца,-595.305,52.869,16.469,20.113,14.784,7.447,9.893,6.366,5.809,4.053,3.159,3.187,2.854,3.494,0.993,3.86,-0.249,4.804,-1.403,2.083,135.19,44.985,17.298,22.781,14.361,8.529,8.387,5.955,5.65,3.785,6.082,5.825,3.408,5.191,2.344,3.731,2.39,4.665,2.951,3.266,1289.452,1226.577,1.575,3196.212,2554.945
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Пицца (6).wav,Данил Оленин,Пицца,-508.431,50.74,16.74,28.562,12.69,8.818,8.947,2.824,2.485,4.024,3.523,1.435,-0.729,2.137,-2.6,2.991,-0.691,0.982,-1.858,-0.078,201.873,61.327,21.663,34.44,20.618,12.162,9.157,10.275,10.382,8.926,7.127,9.985,4.273,5.98,7.043,6.604,5.044,4.799,5.485,3.889,1626.803,1855.867,1.137,3340.093,3334.247
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Привет (1).wav,Данил Оленин,Привет,-703.67,45.975,13.808,14.726,11.138,9.589,9.781,5.821,6.263,3.557,3.514,3.174,3.29,4.231,1.156,5.317,-0.03,5.854,-1.095,3.183,201.262,36.38,11.48,11.865,8.859,7.712,7.903,5.288,5.479,3.445,3.753,3.244,3.282,4.451,2.603,5.036,3.138,5.018,2.621,3.043,1673.944,1258.359,-0.045,4368.549,3062.588
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Привет (2).wav,Данил Оленин,Привет,-689.225,51.242,12.856,12.846,12.216,8.864,8.493,4.553,6.103,3.879,3.473,3.194,1.878,3.242,0.678,5.399,-0.013,4.787,0.165,4.013,198.839,42.107,11.466,10.411,10.023,7.308,7.773,4.638,5.228,3.761,3.643,2.881,2.528,3.137,2.918,4.864,2.146,4.844,2.5,3.775,1573.356,1272.651,0.406,3943.757,2911.16
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Привет (3).wav,Данил Оленин,Привет,-539.115,61.741,6.389,21.835,21.674,4.86,7.62,2.701,2.683,4.702,-0.521,-0.107,1.258,1.071,-1.062,4.051,-0.357,3.398,-0.205,3.703,160.453,60.776,22.506,23.631,23.857,12.152,7.222,5.483,7.543,4.213,11.01,9.679,3.786,4.093,4.559,5.015,2.955,4.064,2.153,4.502,1288.745,1165.093,0.961,3209.181,2691.241
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Привет (4).wav,Данил Оленин,Привет,-482.062,72.416,-3.852,28.376,21.016,3.703,6.122,0.823,-0.721,4.566,-4.101,-0.571,0.489,-1.369,-1.291,6.08,-0.626,2.586,1.629,2.047,190.639,69.418,20.218,29.778,23.095,12.044,6.729,7.318,7.39,6.831,12.525,7.879,4.487,6.066,5.201,7.151,3.567,3.502,3.588,3.149,1172.542,1107.124,1.188,2775.581,2504.298
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Привет (5).wav,Данил Оленин,Привет,-555.4,58.19,7.495,20.743,18.545,4.083,7.944,4.705,3.857,4.934,-0.668,0.725,0.558,2.127,0.355,5.549,0.151,4.17,1.069,2.564,159.762,57.988,19.025,24.083,21.085,9.864,7.367,6.544,7.531,5.427,9.469,5.781,4.207,5.405,5.466,5.965,3.281,4.731,3.192,3.839,1322.205,1144.094,0.684,3422.066,2801.668
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Привет (6).wav,Данил Оленин,Привет,-706.344,46.786,14.981,13.887,11.373,8.313,8.738,5.616,7.661,5.128,6.254,5.474,3.651,4.721,1.102,4.937,-0.205,3.971,-1.936,3.598,199.755,37.203,12.159,11.175,9.459,7.068,7.241,4.84,6.355,4.304,5.434,4.886,3.881,4.629,2.205,4.12,1.788,4.194,2.824,4.24,1648.981,1338.642,0.605,4275.564,3032.666
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Собака (1).wav,Данил Оленин,Собака,-505.799,52.882,17.38,14.824,0.549,6.186,7.461,3.776,2.934,1.096,0.605,6.035,2.18,3.96,0.098,5.296,-1.528,2.294,-0.624,3.224,204.105,81.739,23.845,13.11,11.994,16.969,7.682,5.236,10.239,5.334,4.668,7.579,5.71,6.071,3.982,5.397,4.468,5.03,4.253,4.714,1813.98,2014.808,1.016,3472.229,3418.581
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Собака (2).wav,Данил Оленин,Собака,-451.277,46.062,21.411,16.695,3.282,8.826,8.903,4.149,3.381,2.467,-0.147,4.365,2.692,3.161,0.441,3.704,-0.829,1.679,0.128,2.379,167.048,62.08,29.298,16.065,12.078,18.473,8.503,5.534,9.612,4.321,4.912,6.21,6.493,3.731,3.355,4.924,5.728,4.541,3.136,4.695,1450.364,1347.317,0.775,3421.822,2963.602
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Собака (3).wav,Данил Оленин,Собака,-487.729,57.654,11.152,17.913,-3.461,3.617,8.875,2.405,0.668,2.264,-1.183,5.426,4.746,1.293,-0.07,5.245,-2.382,1.716,-1.754,3.22,226.687,94.695,27.229,15.989,11.322,19.914,10.195,7.125,11.35,5.63,6.144,6.791,7.55,5.689,4.162,5.709,5.934,3.89,3.549,4.121,1903.404,2139.699,0.925,3358.446,3487.802
./fastapi_app/Голосовые/Данил Оленин/Оленин Данил Собака (4).wav,Данил Оленин,Собака,-469.001,50.144,12.015,15.844,0.18,2.568,8.129,3.242,-1.6,0.731,2.317,4.389,5.83,1.773,-1.013,5.05,-1.082,0.232,0.259,1.784,196.796,84.07,27.738,15.159,9.076,16.597,8.489,5.15,11.931,5.121,5.68,6.212,8.094,5.401,4.366,6.226,5.198,4.52,4.82,2.933,1869.809,2030.384,1.049,3676.06,3465.979
